record_id,performance_month,quarter,fiscal_year,zone,cluster,branch,wealth_manager_id,wealth_manager_name,employee_grade,product_category,product_name,source_system,target_amount,achieved_amount,revenue_amount,customer_count,active_clients,data_quality_issue,meeting_context
REC002477,2026-08-31,Q3,2026,"Kolkata Central",Dalhousie,Lalbazar,WM035,"Rahul Singh","Senior Manager",Asset,"Business Loan","Loan RA",5464073.00,3473814.16,26450.16,32,207,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000046,2026-08-31,Q3,2026,"Greater Kolkata",Howrah,Bally,WM054,"Ishaan Mitra","Deputy Manager",Investment,"Mutual Fund","Investment RA",7633214.00,3499593.06,29501.06,25,310,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002035,2026-05-31,Q2,2026,"Greater Kolkata",Serampore,Uttarpara,WM081,"Ritwik Mukherjee","Senior Manager",Liability,"Deposit Mobilization","Deposit RA",17114659.00,13682759.73,17322.94,40,329,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004550,2026-08-31,Q3,2026,"Kolkata South",Behala,Thakurpukur,WM002,"Subhojit Banerjee","Deputy Manager",Fee,Forex,"Forex RA",197064.00,124681.44,2616.09,16,326,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004999,2026-08-31,Q3,2026,"Kolkata South",Gariahat,Ballygunge,WM097,"Priya Banerjee","Senior Manager",Investment,"Mutual Fund","Investment RA",2450265.00,2453664.22,21571.35,14,253,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004679,2026-07-31,Q3,2026,"Kolkata Central",Dalhousie,Lalbazar,WM003,"Aditi Ghosh","Senior Manager",Investment,"Mutual Fund","Investment RA",3250092.00,2058063.41,19593.05,14,334,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005448,2026-05-31,Q2,2026,"Kolkata Central",Dalhousie,Lalbazar,WM060,"Rahul Dutta","Senior Manager",Asset,"Home Loan","Loan RA",11998815.00,9115602.28,60987.01,23,305,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000992,2026-04-30,Q2,2026,"Kolkata East","Salt Lake",Karunamoyee,WM014,"Abhishek Ali","Senior Manager",Liability,"Deposit Mobilization","Deposit RA",8609561.00,6551263.34,13314.54,6,201,INCORRECT_PRODUCT_NAME,"Q2-Q3 review for Q4 target achievement planning"
REC001327,2026-04-30,Q2,2026,"Kolkata North",Shyambazar,Bagbazar,WM093,"Abhishek Ali",Manager,Fee,Cards,"Cards RA",111.00,110.00,103405.04,8,133,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000347,2026-09-30,Q3,2026,"Kolkata Central",Dalhousie,"BBD Bag",WM016,"Subhojit Bose","Deputy Manager",Liability,CASA,"CASA RA",4029523.00,2820200.30,10946.78,65,259,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002273,2026-04-30,Q2,2026,"Kolkata North","Lake Town","VIP Road",WM022,"Ritwik Singh",Manager,Liability,"Deposit Mobilization","Deposit RA",6589684.00,6235700.58,21059.63,55,292,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004413,2026-08-31,Q3,2026,"Kolkata Central",Esplanade,Chowringhee,WM024,"Ishaan Mitra","Senior Manager",Liability,CASA,"CASA RA",2238806.00,1660230.32,3087.96,19,304,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004517,2026-05-31,Q2,2026,"Kolkata East","Salt Lake","Salt Lake Sector 5",WM034,"Ritwik Singh","Deputy Manager",Fee,Forex,"Forex RA",160822.00,158049.06,3559.07,24,236,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000580,2026-04-30,Q2,2026,"Kolkata East","Salt Lake",Karunamoyee,WM006,"Anirban Singh","Senior Manager",Asset,"Business Loan","Loan RA",14055921.00,12838681.82,127930.25,2,239,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004941,2026-06-30,Q2,2026,"Kolkata Central","Park Street","Middleton Street",WM029,"Nisha Gupta","Senior Manager",Asset,"Personal Loan","Loan RA",2699544.00,1809945.77,14835.48,9,221,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002581,2026-08-31,Q3,2026,"Kolkata East",Rajarhat,"Middleton Street",WM028,"Aditi Singh","Senior Manager",Investment,Demat,"Demat RA",17.00,16.00,11820.69,35,194,WRONG_ZONE_CLUSTER_MAPPING,"Q2-Q3 review for Q4 target achievement planning"
REC004521,2026-04-30,Q2,2026,"Kolkata East",Rajarhat,"Chinar Park",WM052,"Subhojit Sen","Deputy Manager",Asset,"Personal Loan","Loan RA",921329.00,753789.24,8302.77,8,133,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005339,2026-09-30,Q3,2026,"Kolkata South",Gariahat,Rashbehari,WM004,"Aarav Ghosh",Manager,Asset,"Business Loan","Loan RA",11228573.00,6727684.01,33493.78,4,270,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001822,2026-05-31,Q2,2026,"Greater Kolkata",Serampore,Rishra,WM047,"Anirban Singh",Manager,Asset,"Home Loan","Loan RA",9160344.00,6730181.54,31669.93,19,312,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002046,2026-07-31,Q3,2026,"Kolkata South",Gariahat,Golpark,WM051,"Nisha Singh",Manager,Liability,CASA,"CASA RA",5214218.00,4659284.27,14449.74,24,123,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002869,2026-08-31,Q3,2026,"Kolkata North","Lake Town","VIP Road",WM011,"Rahul Chakraborty","Senior Manager",Asset,"Home Loan","Loan RA",8034902.00,6443107.26,57651.19,22,117,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005032,2026-04-30,Q2,2026,"Kolkata South",Gariahat,Ballygunge,WM070,"Ananya Saha","Senior Manager",Liability,CASA,"CASA RA",2503006.00,2320497.57,5516.74,8,337,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005435,2026-05-31,Q2,2026,"Kolkata South",Gariahat,Ballygunge,WM070,"Ananya Saha","Senior Manager",Investment,"Mutual Fund","Investment RA",6410385.00,4860539.42,26183.45,3,168,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001605,2026-09-30,Q3,2026,"Kolkata East","New Town","New Town Action Area II",WM032,"Sayan Gupta","Deputy Manager",Fee,Forex,"Forex RA",221055.00,179246.67,1901.25,16,113,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003035,2026-07-31,Q3,2026,"Kolkata East",Rajarhat,"Chinar Park",WM079,"Tania Dutta","Deputy Manager",Fee,Forex,"Forex RA",269841.00,203951.75,3470.88,21,323,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004310,2026-08-31,Q3,2026,"Kolkata East",Rajarhat,Teghoria,WM041,"Priya Jain","Deputy Manager",Asset,"Home Loan","Loan RA",14010993.00,10381692.10,114136.82,16,240,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000962,2026-09-30,Q3,2026,"Greater Kolkata",Howrah,Bally,WM069,"Ishaan Chatterjee","Senior Manager",Investment,Demat,"Demat RA",36.00,18.00,7351.17,12,82,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003313,2026-09-30,Q3,2026,"Kolkata East","Salt Lake",Karunamoyee,WM014,"Abhishek Ali","Senior Manager",Liability,FD,"Deposit RA",5067093.00,3594887.26,10005.23,64,133,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003322,2026-08-31,Q3,2026,"Greater Kolkata",Serampore,Konnagar,WM091,"Arjun Saha","Deputy Manager",Asset,"Home Loan","Loan RA",10104797.00,7398211.02,56252.41,15,334,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000925,2026-09-30,Q3,2026,"Kolkata East",Rajarhat,Teghoria,WM012,"Ritwik Dutta","Senior Manager",Asset,"Home Loan","Loan RA",10671743.00,7927957.90,58536.54,28,209,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003512,2026-05-31,Q2,2026,"Kolkata South",Garia,Patuli,WM044,"Sohini Ghosh",Manager,Investment,Demat,"Demat RA",44.00,39.00,22580.63,31,268,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001535,2026-08-31,Q3,2026,"Kolkata South",Garia,Patuli,WM096,"Riya Saha","Deputy Manager",Fee,Forex,"Forex RA",239275.00,208010.57,3128.41,17,251,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001998,2026-05-31,Q2,2026,"Kolkata East","Salt Lake","Salt Lake Sector 1",WM039,"Rahul Bose",Manager,Fee,Cards,"Cards RA",68.00,73.00,103743.03,20,287,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003336,2026-06-30,Q2,2026,"Greater Kolkata",Serampore,Rishra,WM038,"Ritwik Sharma",Manager,Asset,"Home Loan","Loan RA",13352580.00,10943648.61,104619.06,16,82,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000916,2026-04-30,Q2,2026,"Kolkata South",Tollygunge,"Golf Green",WM062,"Anirban Singh","Senior Manager",Fee,Cards,"Cards RA",68.00,68.00,45408.09,29,296,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004938,2026-05-31,Q2,2026,"Greater Kolkata",Serampore,Konnagar,WM091,"Arjun Saha","Deputy Manager",Asset,"Home Loan","Loan RA",13350475.00,10075806.95,86169.19,4,298,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003779,2026-07-31,Q3,2026,"Kolkata Central",Dalhousie,Lalbazar,WM023,"Priya Dutta",Manager,Liability,"Deposit Mobilization","Deposit RA",6893609.00,4833927.37,12793.38,67,209,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005004,2026-04-30,Q2,2026,"Kolkata South","New Alipore",Chetla,WM045,"Sohini Singh",Manager,Liability,"Deposit Mobilization","Deposit RA",6997513.00,6197836.88,13663.44,7,300,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000118,2026-04-30,Q2,2026,"Kolkata Central",Dalhousie,Lalbazar,WM023,"Priya Dutta",Manager,Fee,Insurance,"LI RA",659022.00,532098.91,95298.17,34,347,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001095,2026-05-31,Q2,2026,"Kolkata East",Rajarhat,"Rajarhat Main",WM015,"Anirban Ghosh","Deputy Manager",Fee,Cards,"Cards RA",43.00,37.00,42807.32,24,154,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004035,2026-04-30,Q2,2026,"Kolkata North","Lake Town","VIP Road",WM033,"Ananya Ali","Senior Manager",Liability,CASA,"CASA RA",3991585.00,2922796.62,7479.51,30,224,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003831,2026-06-30,Q2,2026,"Kolkata East",Rajarhat,"Chinar Park",WM075,"Sohini Sharma",Manager,Fee,Cards,"Cards RA",45.00,44.00,53151.21,21,114,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000068,2026-09-30,Q3,2026,"Greater Kolkata",Serampore,Uttarpara,WM081,"Ritwik Mukherjee","Senior Manager",Asset,"Personal Loan","Loan RA",3069185.00,2628857.41,23501.13,16,227,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001283,2026-04-30,Q2,2026,"Kolkata East","Salt Lake","Salt Lake Sector 1",WM039,"Rahul Bose",Manager,Fee,Insurance,"LI RA",731586.00,715846.83,76549.87,26,94,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001097,2026-05-31,Q2,2026,"Kolkata South","New Alipore","New Alipore Main",WM042,"Sneha Bose",Manager,Asset,"Business Loan","Loan RA",4111241.00,3278499.05,26943.03,7,222,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000660,2026-06-30,Q2,2026,"Kolkata South","New Alipore",Chetla,WM087,"Sneha Ghosh",Manager,Liability,CASA,"CASA RA",2930854.00,2587287.73,5559.73,64,100,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002263,2026-07-31,Q3,2026,"Kolkata North","BT Road",Baranagar,WM037,"Sayan Agarwal","Deputy Manager",Asset,"Personal Loan","Loan RA",858403.00,874089.97,7727.25,8,258,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002750,2026-05-31,Q2,2026,"Kolkata Central","Park Street","Middleton Street",WM074,"Priya Dutta","Deputy Manager",Asset,"Business Loan","Loan RA",4451909.00,4020718.49,42502.75,21,324,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004687,2026-04-30,Q2,2026,"Kolkata South",Behala,Sakherbazar,WM007,"Moumita Khan","Senior Manager",Investment,"Mutual Fund","Investment RA",5575306.00,5664934.42,36462.89,20,326,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000111,2026-08-31,Q3,2026,"Kolkata East",Rajarhat,"Chinar Park",WM052,"Subhojit Sen","Deputy Manager",Liability,FD,"Deposit RA",6319931.00,5673790.60,18935.45,14,341,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000034,2026-08-31,Q3,2026,"Kolkata Central","Park Street","Park Street Main",WM094,"Priya Mukherjee","Senior Manager",Fee,Forex,"Forex RA",268980.00,126489.91,3891.88,6,222,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001454,2026-06-30,Q2,2026,"Kolkata North","Lake Town","Bangur Avenue",WM030,"Subhojit Banerjee","Senior Manager",Asset,"Home Loan","Loan RA",4750894.00,3517686.14,18458.82,16,212,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002660,2026-05-31,Q2,2026,"Kolkata East",Rajarhat,"Rajarhat Main",WM015,"Anirban Ghosh","Deputy Manager",Fee,Forex,"Forex RA",380066.00,347439.37,6138.80,15,131,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002538,2026-09-30,Q3,2026,"Kolkata East",Rajarhat,Teghoria,WM041,"Priya Jain","Deputy Manager",Asset,"Personal Loan","Loan RA",3247479.00,3272960.74,21452.76,30,143,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004555,2026-07-31,Q3,2026,"Kolkata East","Salt Lake","City Centre",WM013,"Rahul Pal","Deputy Manager",Investment,Demat,"Demat RA",26.00,24.00,8668.48,5,202,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002596,2026-04-30,Q2,2026,"Kolkata East","EM Bypass","Science City",WM068,"Sohini Mukherjee","Senior Manager",Asset,"Personal Loan","Loan RA",3068625.00,2259644.29,18088.95,19,155,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004282,2026-07-31,Q3,2026,"Kolkata North",Shyambazar,Bagbazar,WM025,"Rohan Mukherjee","Senior Manager",Fee,Insurance,"LI RA",264709.00,233956.21,23734.96,27,184,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003133,2026-06-30,Q2,2026,"Kolkata East","Salt Lake","Salt Lake Sector 5",WM034,"Ritwik Singh","Deputy Manager",Asset,"Business Loan","Loan RA",12322872.00,9903814.20,101404.95,22,205,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000142,2026-06-30,Q2,2026,"Kolkata South",Gariahat,"Hindustan Park",WM043,"Subhojit Khan","Deputy Manager",Liability,FD,"Deposit RA",6087168.00,6822024.86,15764.70,56,305,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001323,2026-05-31,Q2,2026,"Kolkata South",Gariahat,Rashbehari,WM004,"Aarav Ghosh",Manager,Investment,"Mutual Fund","Investment RA",4868654.00,3621722.79,22112.69,16,170,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005439,2026-05-31,Q2,2026,"Kolkata East",Rajarhat,"Rajarhat Main",WM015,"Anirban Ghosh","Deputy Manager",Asset,"Home Loan","Loan RA",11817273.00,9422313.91,43850.29,7,299,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001626,2026-09-30,Q3,2026,"Kolkata North","Lake Town","Bangur Avenue",WM019,"Sneha Mukherjee","Senior Manager",Asset,"Business Loan","Loan RA",7523281.00,6341641.19,26618.84,14,346,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000604,2026-08-31,Q3,2026,"Kolkata East",Rajarhat,"Rajarhat Main",WM015,"Anirban Ghosh","Deputy Manager",Asset,"Personal Loan","Loan RA",3696155.00,3327103.38,17090.33,34,223,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004322,2026-05-31,Q2,2026,"Greater Kolkata",Serampore,Konnagar,WM091,"Arjun Saha","Deputy Manager",Fee,Cards,"Cards RA",86.00,60.00,73239.49,28,99,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001427,2026-09-30,Q3,2026,"Greater Kolkata",Serampore,Rishra,WM010,"Priya Roy","Deputy Manager",Liability,"Deposit Mobilization","Deposit RA",11396602.00,8827415.03,11386.17,69,323,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004873,2026-09-30,Q3,2026,"Kolkata East","Salt Lake",Karunamoyee,WM099,"Aarav Roy","Deputy Manager",Fee,Cards,"Cards RA",85.00,64.00,73141.30,4,130,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001651,2026-05-31,Q2,2026,"Greater Kolkata",Serampore,Rishra,WM047,"Anirban Singh",Manager,Asset,"Home Loan","Loan RA",7212645.00,5327416.78,57157.70,17,279,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001914,2026-04-30,Q2,2026,"Kolkata Central","Park Street","Middleton Street",WM028,"Aditi Singh","Senior Manager",Investment,"Mutual Fund","Investment RA",7347564.00,5753551.03,57302.76,16,263,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004027,2026-04-30,Q2,2026,"Kolkata Central","Park Street","Middleton Street",WM028,"Aditi Singh","Senior Manager",Fee,Insurance,"LI RA",454139.00,389135.82,60699.75,14,114,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000748,2026-04-30,Q2,2026,"Kolkata Central",Dalhousie,"BBD Bag",WM016,"Subhojit Bose","Deputy Manager",Asset,"Business Loan","Loan RA",10300752.00,8758148.14,89218.16,30,333,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004477,2026-05-31,Q2,2026,"Kolkata South","New Alipore",Alipore,WM027,"Ritwik Banerjee",Manager,Liability,CASA,"CASA RA",3605492.00,3514533.07,11033.86,31,134,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004352,2026-09-30,Q3,2026,"Kolkata Central",Esplanade,Dharmatala,WM089,"Aditi Bose","Deputy Manager",Investment,"Mutual Fund","Investment RA",7474815.00,7235031.58,40368.17,33,239,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000976,2026-09-30,Q3,2026,"Greater Kolkata",Howrah,Bally,WM054,"Ishaan Mitra","Deputy Manager",Asset,"Personal Loan","Loan RA",1567996.00,1193266.95,14187.91,30,337,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003266,2026-06-30,Q2,2026,"Kolkata Central","Park Street","Park Street Main",WM053,"Ishaan Das","Deputy Manager",Liability,FD,"Deposit RA",8790470.00,8119037.30,23410.22,35,296,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003327,2026-05-31,Q2,2026,"Kolkata South",Garia,Patuli,WM031,"Ishaan Roy",Manager,Asset,"Home Loan","Loan RA",13758347.00,11376064.78,132320.50,22,102,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001234,2026-07-31,Q3,2026,"Kolkata Central","Camac Street",Golpark,WM051,"Nisha Singh",Manager,Liability,CASA,"CASA RA",3316554.00,3019262.48,5749.88,34,206,WRONG_ZONE_CLUSTER_MAPPING,"Q2-Q3 review for Q4 target achievement planning"
REC002372,2026-05-31,Q2,2026,"Kolkata South",Tollygunge,"Golf Green",WM062,"Anirban Singh","Senior Manager",Asset,"Home Loan","Loan RA",16575851.00,14126819.93,151133.62,30,185,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004616,2026-07-31,Q3,2026,"Kolkata Central",Dalhousie,"BBD Bag",WM083,"Abhishek Agarwal","Senior Manager",Asset,"Home Loan","Loan RA",4383372.00,3727799.45,27130.88,28,95,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002923,2026-06-30,Q2,2026,"Greater Kolkata",Serampore,Konnagar,WM100,"Arjun Singh","Deputy Manager",Asset,"Business Loan","Loan RA",6773320.00,4684505.76,55003.06,16,143,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005046,2026-07-31,Q3,2026,"Kolkata North",Shyambazar,Bagbazar,WM018,"Moumita Chakraborty",Manager,Liability,FD,"Deposit RA",8891888.00,7638417.96,19474.89,5,128,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003088,2026-06-30,Q2,2026,"Kolkata East",Rajarhat,Teghoria,WM041,"Priya Jain","Deputy Manager",Fee,Forex,"Forex RA",140061.00,113520.85,1445.62,7,255,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000455,2026-04-30,Q2,2026,"Kolkata East","New Town","Garia Main",WM077,"Tania Ghosh",Manager,Liability,"Deposit Mobilization","Deposit RA",16742305.00,15108267.89,53660.08,41,179,WRONG_ZONE_CLUSTER_MAPPING,"Q2-Q3 review for Q4 target achievement planning"
REC002579,2026-08-31,Q3,2026,"Kolkata South",Behala,"Behala Main",WM026,"Sohini Pal","Senior Manager",Asset,"Home Loan","Loan RA",19303326.00,22512518.69,240703.38,31,101,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004187,2026-06-30,Q2,2026,"Greater Kolkata",Serampore,Konnagar,WM100,"Arjun Singh","Deputy Manager",Asset,"Home Loan","Loan RA",6049340.00,5087181.30,39348.16,1,100,WRONG_ZONE_CLUSTER_MAPPING,"Q2-Q3 review for Q4 target achievement planning"
REC003411,2026-05-31,Q2,2026,"Greater Kolkata",Serampore,Uttarpara,WM084,"Rohan Sen","Senior Manager",Asset,"Personal Loan","Loan RA",2895917.00,1835281.94,8162.37,22,189,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001435,2026-09-30,Q3,2026,"Kolkata East","EM Bypass",Kasba,WM064,"Subhojit Ghosh","Senior Manager",Liability,FD,"Deposit RA",5783257.00,5327884.10,16531.28,54,288,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002455,2026-06-30,Q2,2026,"Kolkata South",Gariahat,"Hindustan Park",WM076,"Poulami Ghosh",Manager,Liability,"Deposit Mobilization","Deposit RA",6506789.00,6313095.58,16456.26,35,124,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002810,2026-08-31,Q3,2026,"Kolkata North","BT Road",Baranagar,WM037,"Sayan Agarwal","Deputy Manager",Asset,"Business Loan","Loan RA",14974402.00,9096298.35,62448.39,6,175,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002041,2026-05-31,Q2,2026,"Kolkata South",Garia,"Garia Main",WM077,"Tania Ghosh",Manager,Asset,"Personal Loan","Loan RA",2716453.00,2181312.36,18926.15,35,194,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001935,2026-09-30,Q3,2026,"Kolkata South",Tollygunge,"Golf Green",WM062,"Anirban Singh","Senior Manager",Investment,Demat,"Demat RA",49.00,50.00,17019.97,2,133,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002514,2026-09-30,Q3,2026,"Kolkata South",Behala,"Behala Main",WM026,"Sohini Pal","Senior Manager",Liability,"Deposit Mobilization","Deposit RA",12539718.00,11426117.39,14862.86,47,221,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003841,2026-04-30,Q2,2026,"Kolkata South",Gariahat,Rashbehari,WM004,"Aarav Ghosh",Manager,Fee,Insurance,"LI RA",758416.00,832732.17,86891.79,27,232,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004831,2026-08-31,Q3,2026,"Kolkata South","New Alipore",Chetla,WM087,"Sneha Ghosh",Manager,Liability,"Deposit Mobilization","Deposit RA",14713948.00,15231389.37,39063.97,28,176,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000965,2026-06-30,Q2,2026,"Greater Kolkata",Serampore,Uttarpara,WM067,"Subhojit Chatterjee","Senior Manager",Investment,Demat,"Demat RA",66.00,56.00,27314.65,23,341,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004962,2026-04-30,Q2,2026,"Kolkata South",Gariahat,"Hindustan Park",WM043,"Subhojit Khan","Deputy Manager",Liability,"Deposit Mobilization","Deposit RA",12548852.00,11738224.34,15997.08,35,310,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000481,2026-04-30,Q2,2026,"Kolkata Central",Esplanade,Chowringhee,WM024,"Ishaan Mitra","Senior Manager",Liability,"Deposit Mobilization","Deposit RA",9936391.00,6561482.02,20354.31,15,187,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002951,2026-08-31,Q3,2026,"Kolkata East","Salt Lake","Salt Lake Sector 1",WM055,"Subhojit Saha","Senior Manager",Asset,"Home Loan","Loan RA",8754314.00,8237079.67,88269.00,31,287,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000575,2026-06-30,Q2,2026,"Kolkata East",Rajarhat,"Rajarhat Main",WM015,"Anirban Ghosh","Deputy Manager",Fee,Cards,"Cards RA",24.00,21.00,28918.02,24,311,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001050,2026-09-30,Q3,2026,"Greater Kolkata",Serampore,Konnagar,WM100,"Arjun Singh","Deputy Manager",Asset,"Home Loan","Loan RA",8011610.00,6013694.98,72020.47,5,158,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000647,2026-07-31,Q3,2026,"Kolkata North",Shyambazar,Bagbazar,WM093,"Abhishek Ali",Manager,Investment,"Mutual Fund","Investment RA",5863394.00,4023466.91,37372.41,15,136,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004788,2026-04-30,Q2,2026,"Kolkata East","New Town","New Town Action Area II",WM001,"Rahul Sen","Senior Manager",Liability,CASA,"CASA RA",3554987.00,2052840.33,4468.28,52,255,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000176,2026-07-31,Q3,2026,"Kolkata Central",Dalhousie,"Brabourne Road",WM020,"Rohan Ali",Manager,Fee,Insurance,"LI RA",630311.00,572033.78,95690.82,4,150,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003280,2026-04-30,Q2,2026,"Kolkata North","BT Road",Baranagar,WM059,"Riya Agarwal","Deputy Manager",Fee,Insurance,"LI RA",753339.00,673923.88,82602.62,23,281,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001991,2026-05-31,Q2,2026,"Kolkata Central",Dalhousie,"BBD Bag",WM083,"Abhishek Agarwal","Senior Manager",Investment,"Mutual Fund","Investment RA",5378039.00,3507840.18,24595.54,27,256,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005248,2026-09-30,Q3,2026,"Kolkata Central",Dalhousie,Lalbazar,WM003,"Aditi Ghosh","Senior Manager",Fee,Insurance,"LI RA",802156.00,819169.71,81395.86,13,209,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005086,2026-07-31,Q3,2026,"Kolkata North",Shyambazar,Bagbazar,WM025,"Rohan Mukherjee","Senior Manager",Asset,"Business Loan","Loan RA",5579938.00,4041842.98,44145.55,31,162,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000136,2026-04-30,Q2,2026,"Greater Kolkata",Serampore,Rishra,WM047,"Anirban Singh",Manager,Asset,"Business Loan","Loan RA",12128180.00,9230761.28,74387.21,33,90,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004709,2026-08-31,Q3,2026,"Kolkata East",Rajarhat,"Chinar Park",WM075,"Sohini Sharma",Manager,Liability,"Deposit Mobilization","Deposit RA",10942647.00,8213272.84,19712.99,17,348,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000933,2026-04-30,Q2,2026,"Greater Kolkata",Serampore,Uttarpara,WM067,"Subhojit Chatterjee","Senior Manager",Asset,"Home Loan","Loan RA",14116407.00,6429711.28,39392.82,32,322,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003031,2026-08-31,Q3,2026,"Kolkata East","New Town",Ecospace,WM066,"Aditi Sen","Deputy Manager",Asset,"Home Loan","Loan RA",17668271.00,17220865.85,163772.72,10,165,Clean,"Q2-Q3 review for Q4 target achievement planning"
